nombre|marca|precio|link|imagen|departamento|categoria|subcategoria
Azucar Jumbo|JUMBO MP|57.0|azucar-jumbo-3|538516|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Stevia X 100 Sobrecitos|HILERET|225.0|endulzante-hileret-stevia-x-100-sobrecitos|587363|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Chuker 500 Ml|CHUKER|153.9|endulzante-chuker-x-500-cc|591481|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Zucra X 400 Ml|HILERET|205.0|endulzante-hileret-zucra-x-400-ml|587356|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Sweet X 400 Ml|HILERET|179.0|endulzante-hileret-sweet-x-400-ml|587350|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Zucra X 200 Sobrecitos|HILERET|295.0|endulzante-hileret-zucra-x-200-sobrecitos|588296|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Azucar Ledesma Light 500 Gr|LEDESMA|87.0|azucar-ledesma-light-500-gr|486845|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Zucra X 200 Ml|HILERET|135.0|endulzante-hileret-zucra-x-200-ml|587355|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Clasico X 250 Ml|HILERET|95.9|endulzante-hileret-clasico-x-250-ml|587354|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Stevia X 200 Ml|HILERET|209.0|endulzante-hileret-stevia-x-200-ml|587352|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Sweet X 200 Sobrecitos|HILERET|279.0|endulzante-hileret-sweet-x-200-sobrecitos|587341|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Zucra X 100 Sobrecitos|HILERET|169.0|endulzante-hileret-zucra-x-100-sobrecitos|587337|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Equalsweet En Polvo Sobres 160 Gr|EQUALSWEET|318.5|edulcorante-equalsweet-en-polvo-x-200-un|591432|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Sucaryl Líquido 360 Ml|SUCARYL|188.5|endulzante-sucaryl-liquido-x-360-cc|591470|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Chuker Stevia X500cc|CHUKER|201.5|endulzante-chuker-stevia-x500cc|591532|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Edulcorante En Polvo Equal Stevia Sweet 80 Gr|EQUALSWEET|235.9|edulcorante-en-polvo-equal-stevia-sweet-80-gr|591517|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Edulcorante En Polvo Equal Sweet Stevia 160 Gr|EQUALSWEET|426.5|edulcorante-en-polvo-equal-sweet-stevia-160-gr|591516|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Stevia X 50 Sobrecitos|HILERET|129.0|endulzante-hileret-stevia-x-50-sobrecitos|587362|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Sucaryl Sucralosa En Polvo Sobres 200 Gr|SUCARYL|297.9|edulcorante-sucaryl-polvo-4|591467|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Azucar Negra Chango 250 Grs-paq-gr.-250|CHANGO|86.0|azucar-negra-chango-250-grs|463687|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Barny  X 500 Ml|BARNY|185.0|endulzante-barny-x-500-ml|587347|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Light X 250 Gr|HILERET|67.0|endulzante-hileret-light-x-250-gr|587340|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Chuker 250 Ml|CHUKER|100.5|endulzante-chuker-x-250-cc|591438|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Sweet X 350 Pancitos|HILERET|220.99|endulzante-hileret-sweet-x-350-pancitos|587434|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Edulcorante Tuy Clasico Sobres 50 Gr|TUY|53.69|edulcorante-tuy-clasico-sobres-50-gr|580009|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Edulcorante Tuy Stevia Sobres 50 Gr|TUY|77.59|edulcorante-tuy-stevia-sobres-50-gr|580008|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Azúcar Azucel Común Tipo A - 1 Kg|AZUCEL|57.0|azucar-azucel-comun-tipo-a-1-kg|446753|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Sweet X 100 Sobrecitos|HILERET|165.0|endulzante-hileret-sweet-x-100-sobrecitos|587360|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Equalsweet Sucralosa En Polvo Sobres 200 Gr|EQUALSWEET|359.9|endulzante-equalsweet-sucralosa-en-polvo-sobres-200-gr|591473|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Sucaryl Líquido 180 Ml|SUCARYL|161.9|endulzante-sucaryl-liquido-sucralosa-x180ml|591471|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Sucaryl Sucralosa En Polvo Sobres 50 Gr|SUCARYL|91.5|edulcorante-sucaryl-polvo-50g|591466|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Sucaryl Sucralosa En Polvo Sobres 100 Gr|SUCARYL|170.5|edulcorante-sucaryl-polvo-3|591465|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Chuker Comprimidos 300 U|CHUKER|296.5|endulzante-chuker-comprimidos-x-300-un|591459|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Stevia Dulri Sobres 25 Gr|STEVIA DULRI|160.0|edulcorante-stevia-dulri|177514|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Clasico X 50 Sobrecitos|HILERET|90.9|endulzante-hileret-clasico-x-50-sobrecitos|587338|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Hileret Zucra X 50 Sobrecitos|HILERET|95.5|endulzante-hileret-zucra-x-50-sobrecitos|587336|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Equalsweet En Polvo Sobres 40 Gr|EQUALSWEET|105.5|edulcorante-equalsweet-en-polvo-x-50-un|591434|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Equalsweet En Polvo Sobres 80 Gr|EQUALSWEET|179.5|edulcorante-equalsweet-en-polvo-x-100-un|591433|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Edulcorante Ledesma X40gr|LEDESMA|84.0|edulcorante-ledesma-x40gr|538621|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Azucar Chango Bajas Calorias|CHANGO|105.0|azucar-chango-bajas-calorias|463868|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Azucar La Providencia Comun Tipo A X 1kg|La Providencia|57.0|azucar-la-providencia-comun-tipo-a-x-1kg|203540|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Endulzante Líquido Dulkre 250 Ml|DULKRE|143.0|edulcorante-liquido-dulkre-x-250-ml|443697|Almacén|Desayuno y Merienda|Azúcar y Edulcorantes
Madalenas Jumbo Con Dulce De Leche 250 Gr|JUMBO MP|84.5|madalenas-jumbo-con-dulce-de-leche|180698|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalenas Rellenas Ddl Bimbo 220g|BIMBO|109.9|madalenas-rellenas-ddl-bimbo-220g|580880|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalenas Vainilla Bimbo 225g|BIMBO|109.9|madalenas-vainilla-bimbo-225g|580879|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalenas Jumbo De Marmolado 250 Gr|JUMBO MP|84.5|madalenas-jumbo-marmolado|180700|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Magdalenas Vainilla Con Dulce De Leche Don Satur 220 Gr|DON SATUR|71.0|magdalenas-vainilla-con-dulce-de-leche-don-satur-220-gr|586070|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin Bimbo Relleno Ddl X245gr|BIMBO|90.0|budin-bimbo-relleno-ddl-x245gr|580885|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin Bimbo Vainilla X200gr|BIMBO|90.0|budin-bimbo-vainilla-x200gr|580882|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalenas Choco Rellenas Ddl Bimbo 220g|BIMBO|109.9|madalenas-choco-rellenas-ddl-bimbo-220g|580881|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalenas Chip Chocolate Valente X 225g|VALENTE|98.9|madalenas-chip-chocolate-valente-x-225g|580862|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalena Rellena Ddl Valente 220 Gr|VALENTE|98.9|madalena-rellena-ddl-valente-220-gr|580861|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Magdalenas Chocolate Con Dulce De Leche Don Satur 220 Gr|DON SATUR|71.0|magdalenas-chocolate-con-dulce-de-leche-don-satur-220-gr|586068|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin Marmolado Valente X 170g|BIMBO|88.9|budin-marmolado-valente-x-170g|580895|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin Chip Chocolate  Valente X 170g|VALENTE|88.9|budin-chip-chocolate-valente-x-170g|580894|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin Vainilla  Valente  X 170g|BIMBO|88.9|budin-vainilla-valente-x-170g|580892|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin Relleno Ddl Valente X  225g|VALENTE|88.9|budin-relleno-ddl-valente-x-225g|580891|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin Bimbo Limón X200gr|BIMBO|90.0|budin-bimbo-limon-x200gr|580884|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin Bimbo Marmolado X200gr|BIMBO|90.0|budin-bimbo-marmolado-x200gr|580883|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Mini Madalenas Vainilla 9 De Oro X 140 Grs|9 DE ORO|64.9|mini-madalenas-vainilla-9-de-oro-x-140-grs|473452|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Mini Budin Vainilla Relleno Con Ddl 9 De Oro|9 DE ORO|89.9|mini-budin-vainilla-relleno-con-ddl-9-de-oro|473447|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budín Smams Marmolado 250 Gr|SMAMS|139.0|budin-smams-marmolado|581882|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalenas Jumbo De Vainilla 250 Gr|JUMBO MP|84.5|madalenas-jumbo-vainilla|526107|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Magdalenas Con Chips De Chocolate Don Satur 200 Gr|DON SATUR|71.0|magdalenas-con-chips-de-chocolate-don-satur-200-gr|586073|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Magdalenas Marmoladas Don Satur 200g Gr|DON SATUR|71.0|magdalenas-marmoladas-don-satur-200g-gr|586072|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin 9 De Oro Integral Limon Con Amapola 220 Gr|9 DE ORO|87.99|budin-9-de-oro-integral-limon-con-amapola-220-gr|578649|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin 9 De Oro Integral Banana Y Semillas 220 Gr|9 DE ORO|87.99|budin-9-de-oro-integral-banana-y-semillas-220-gr|578642|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin 9 De Oro Vainilla Y Dulce De Leche X250g|9 DE ORO|72.79|budin-9-de-oro-vainilla-y-dulce-de-leche-x250g|529026|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalena Valente Banana Y Ddl 220 Gr|VALENTE|98.9|madalena-valente-banana-y-ddl-220-gr|580866|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalena Marmolada Valente X 225g|VALENTE|98.9|madalena-marmolada-valente-x-225g|580860|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Madalena Vainilla Valente X 225g|VALENTE|98.9|madalena-vainilla-valente-x-225g|580859|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budín Smams Vainilla 250 Gr|SMAMS|139.0|budin-smams-vainilla|581884|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Magdalenas Vainilla Don Satur 200 Gr|DON SATUR|71.0|magdalenas-vainilla-don-satur-200-gr|586069|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin 9 De Oro Marmolado X220gr|9 DE ORO|72.79|budin-9-de-oro-marmolado-x220gr|529025|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budín Santa María Vainilla 200 Gr|SANTA MARIA|109.0|budin-santa-maria-vainilla|177819|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin 9 De Oro Vainilla X220gr|9 DE ORO|72.79|budin-9-de-oro-vainilla-x220gr|544314|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Budin 9 De Oro Chocolate X220gr|9 DE ORO|72.79|budin-9-de-oro-chocolate-x220gr|498671|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Stollen Sugar And Spice 250 Gr|SIN MARCA|340.0|sugar-and-spice|176527|Almacén|Desayuno y Merienda|Bizcochuelos, Budines y Magdalenas
Chocolate Aguila Para Taza 150 Gr|AGUILA|179.0|chocolate-aguila-para-taza|582946|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao En Polvo Nesquik 360 Gr|NESQUIK|142.0|cacao-en-polvo-nesquik-360-gr|549621|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao En Polvo Nesquik 800 Gr|NESQUIK|319.0|cacao-en-polvo-nesquik-800-gr-2|552815|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Chocolate Aguila Para Taza 100 Gr|AGUILA|138.0|chocolate-aguila-para-taza-3|582968|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao En Polvo Nesquik 180 Gr|NESQUIK|80.0|cacao-en-polvo-nesquik-180-gr|583519|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao En Polvo Toddy Extremo 360 Gr|TODDY|114.67|cacao-en-polvo-toddy-extremo-360-gr|549583|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao En Polvo Ravana 180 Gr|RAVANA|36.7|cacao-en-polvo-ravana-180-gr|569849|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao Chocolino 180 Gr|CHOCOLINO|55.5|cacao-chocolino|579966|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao Chocolino 360 Gr|CHOCOLINO|109.0|cacao-chocolino-nuevo-paq|579965|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao En Polvo Arcoa 180 Gr|ARCOA|41.35|cacao-en-polvo-arcoa-180-gr|581318|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Chocolate Georgalos Para Taza 100 Gr|GEORGALOS|107.0|chocolate-georgalos-para-taza|158522|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao Chocolino La Virginia 800 Gr|LA VIRGINIA|225.0|cacao-la-virginia-chocolino-nuevo|579964|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Cacao Arcoa 360 Gr|ARCOA|82.0|cacao-arcoa|581319|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Chocolate Bonafide Para Taza 100 Gr|BONAFIDE|140.9|chocolate-bonafide-para-taza-x-100-gr|432305|Almacén|Desayuno y Merienda|Cacao y Saborizantes
Café Instantáneo Nescafe Dolca Suave Doypack X 170 Gr|NESCAFE|291.0|cafe-instantaneo-nescafe-dolca-suave-doypack-x-170-gr|586167|Almacén|Desayuno y Merienda|Cafés
Café La Planta De Café Molido 500 Gr|LA PLANTA DE CAFÉ|269.0|cafe-la-planta-de-cafe-molido-2|538452|Almacén|Desayuno y Merienda|Cafés
Dolca Nescafe Suave 170 Gr + 50 Gr Gratis|NESCAFE|316.5|dolca-nescafe-suave-170-gr-50-gr-gratis|547009|Almacén|Desayuno y Merienda|Cafés
Café La Morenita Molido Intenso 1 Kg|LA MORENITA|453.6|cafe-la-morenita-molido-x1kg|579958|Almacén|Desayuno y Merienda|Cafés
Café Cabrales Molido Prestige 500 Gr|CABRALES|379.0|cafe-cabrales-molido-x-500-gr|538467|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Dolca Doypack X 170 Gr|NESCAFE|307.0|cafe-instantaneo-nescafe-dolca-doypack-x-170-gr|586166|Almacén|Desayuno y Merienda|Cafés
Café Cabrales Molido Natural 500 Gr|CABRALES|375.0|cafe-cabrales-molido-natural-500-gr|177242|Almacén|Desayuno y Merienda|Cafés
Café Arlistán Selección 170 Gr|ARLISTAN|270.0|cafe-arlistan-seleccion-3|468242|Almacén|Desayuno y Merienda|Cafés
Café En Cápsulas Starbucks Caramel Macchiato X 12 U|STARBUCKS|519.0|cafe-en-capsulas-starbucks-caramel-macchiato-x-12-u|585189|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Tradición 150 Gr|NESCAFE|375.0|cafe-instantaneo-nescafe-tradicion-150-gr|586183|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Dolca Suave X 170 Gr|NESCAFE|359.0|cafe-instantaneo-nescafe-dolca-suave-x-170-gr|586179|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Dolca Más Fácil De Batir 170 Gr|NESCAFE|379.0|cafe-instantaneo-nescafe-dolca-mas-facil-de-batir-170-gr|586178|Almacén|Desayuno y Merienda|Cafés
Café La Virginia Molido Equilibrado Clásico 500 Gr|LA VIRGINIA|239.0|cafe-molido-lv-clasico-paq-500-grs|579957|Almacén|Desayuno y Merienda|Cafés
Café La Morenita Molido Intenso 250 Gr|LA MORENITA|115.0|cafe-la-morenita-molido-x250gr|579946|Almacén|Desayuno y Merienda|Cafés
Café Cápsulas La Virginia Equilibrado - 10 Cápsulas|LA VIRGINIA|309.0|cafe-capsulas-la-virginia-equilibrado-10-capsulas|579916|Almacén|Desayuno y Merienda|Cafés
Café Cápsulas La Virginia Intenso - 10 Cápsulas|LA VIRGINIA|309.0|cafe-capsulas-la-virginia-intenso-10-capsulas|579915|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafé Clásico Descafeinado 100 Gr|NESCAFE|520.0|cafe-instantaneo-nescafe-clasico-descafeinado-100-gr|586168|Almacén|Desayuno y Merienda|Cafés
Café Bonafide Molido Sensaciones 500 Gr|BONAFIDE|267.1|cafe-bonafide-molido-4|180127|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Gold X 100 Gr|NESCAFE|685.0|cafe-instantaneo-nescafe-gold-x-100-gr|586165|Almacén|Desayuno y Merienda|Cafés
Café En Cápsulas Starbucks Cappuccino X 12 U|STARBUCKS|519.0|cafe-en-capsulas-starbucks-cappuccino-x-12-u|585187|Almacén|Desayuno y Merienda|Cafés
Café En Cápsulas Starbucks Americano House Blend X 12 U|STARBUCKS|519.0|cafe-en-capsulas-starbucks-americano-house-blend-x-12-u|585186|Almacén|Desayuno y Merienda|Cafés
Capsulas Cabrales Espressarte Costa Rica X55gr|CABRALES|445.0|capsulas-cabrales-espressarte-costa-rica-x55gr|553589|Almacén|Desayuno y Merienda|Cafés
Capsulas Cabrales Espressarte Brasil X55gr|CABRALES|445.0|capsulas-cabrales-espressarte-brasil-x55gr|553588|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Gold Orígenes Colombia 100 Gr|NESCAFE|685.0|cafe-instantaneo-nescafe-gold-origenes-colombia-100-gr|586184|Almacén|Desayuno y Merienda|Cafés
Cápsulas La Morenita Colombia 10 U|LA MORENITA|325.0|capsulas-la-morenita-colombia-10-u|579997|Almacén|Desayuno y Merienda|Cafés
Cápsulas La Morenita Etiopia - 10 Cápsulas|LA MORENITA|325.0|capsulas-la-morenita-etiopia-10-capsulas|579995|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Gold Espresso 100 Gr|NESCAFE|685.0|cafe-instantaneo-nescafe-gold-espresso-100-gr|586182|Almacén|Desayuno y Merienda|Cafés
Café Tostado Y Molido Starbucks - House Blend X 250 Gr|STARBUCKS|634.99|cafe-tostado-y-molido-starbucks-house-blend-x-250-gr|585169|Almacén|Desayuno y Merienda|Cafés
Café La Virginia Cappuccino Fino 275 Gr|LA VIRGINIA|219.0|cafe-la-virginia-capuccino-fino-4|579968|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Tradición 170 Gr|NESCAFE|575.0|cafe-instantaneo-nescafe-tradicion-170-gr|586180|Almacén|Desayuno y Merienda|Cafés
Café Instantáneo Nescafe Dolca Suave X 100 Gr|NESCAFE|250.0|cafe-instantaneo-nescafe-dolca-suave-x-100-gr|583532|Almacén|Desayuno y Merienda|Cafés
Café La Morenita Molido Clásico 500 Gr|LA MORENITA|242.99|cafe-la-morenita-molido-x500gr|579956|Almacén|Desayuno y Merienda|Cafés
Café La Virginia Molido Equilibrado 1 Kg|LA VIRGINIA|469.0|cafe-la-virginia-molido-x1kg|579954|Almacén|Desayuno y Merienda|Cafés
Café Cápsulas La Virginia Sutil - 10 Cápsulas|LA VIRGINIA|309.0|cafe-capsulas-la-virginia-sutil-10-capsulas|579917|Almacén|Desayuno y Merienda|Cafés
Nescafé® Dolce Gusto® Cortado 16 Cápsulas|NESCAFE|630.0|nescafe-dolce-gusto-cortado-16-capsulas|196419|Almacén|Desayuno y Merienda|Cafés
Café Segafredo Zanetti Molido Intermezzo 250 Gr|SEGAFREDO ZANETTI|205.0|cafe-segafredo-zanetti-molido|192199|Almacén|Desayuno y Merienda|Cafés
Cappuccino La Virginia Mousse De Chocolate 155 Gr|LA VIRGINIA|129.0|cappuccino-la-virginia-mousse-chocolate-155-grs|579905|Almacén|Desayuno y Merienda|Cafés
Café Instatáneo Nescafe Dolca Mocha 125 Gr|NESCAFE|130.0|cafe-instataneo-nescafe-dolca-mocha-125-gr|586172|Almacén|Desayuno y Merienda|Cafés
Café La Morenita 20 Saquitos - 100 Gr|LA MORENITA|125.0|cafe-la-morenita-20-saquitos-100-gr|579902|Almacén|Desayuno y Merienda|Cafés
Nescafé® Dolce Gusto® Lungo 16 Cápsulas|NESCAFE|630.0|nescafe-dolce-gusto-lungo-16-capsulas-2|583503|Almacén|Desayuno y Merienda|Cafés
Nescafé® Dolce Gusto® Café Au Lait 16 Cápsulas|NESCAFE|630.0|nescafe-dolce-gusto-cafe-au-lait-16-capsulas-2|583501|Almacén|Desayuno y Merienda|Cafés
Coffee-mate Liviano 170 Gr|COFFEE-MATE|200.0|coffee-mate-liviano-170-gr|586169|Almacén|Desayuno y Merienda|Cafés
Cappuccino La Virginia Light 100 Gr|LA VIRGINIA|109.0|cappuccino-light-la-virginia-100-grs|579886|Almacén|Desayuno y Merienda|Cafés
Café Cabrales 20 Saquitos - 100 Gr|CABRALES|129.0|cafe-cabrales-20-saquitos-100-gr|463663|Almacén|Desayuno y Merienda|Cafés
Café Bonafide Molido Sabor Intenso 500 Gr|BONAFIDE|275.0|cafe-bonafide-molido-2|180121|Almacén|Desayuno y Merienda|Cafés
Café Cabrales En Grano 500 Gr|CABRALES|685.0|cafe-cabrales-en-grano-500-gr|463654|Almacén|Desayuno y Merienda|Cafés
Café 5 Hispanos En Grano 500 Gr|LOS 5 HISPANOS|675.0|cafe-5-hispanos-en-grano|548608|Almacén|Desayuno y Merienda|Cafés
Café La Planta De Café Molido 250 Gr|LA PLANTA DE CAFÉ|145.0|cafe-la-planta-de-cafe-molido|177243|Almacén|Desayuno y Merienda|Cafés
Café En Cápsulas Starbucks Espresso Roast X 12 U|STARBUCKS|519.0|cafe-en-capsulas-starbucks-espresso-roast-x-12-u|585190|Almacén|Desayuno y Merienda|Cafés
Café En Capsulas Lungo Gimoka X10|GIMOKA|365.0|cafe-en-capsulas-lungo-gimoka-x10|551956|Almacén|Desayuno y Merienda|Cafés
Copos De Maíz Tradicionales Granix 400 Gr|GRANIX|114.42|copos-de-maiz-granix-4|195009|Almacén|Desayuno y Merienda|Cereales
Barra Cereal Mix Yoghurt Frutilla Light 156 Gr|CEREAL MIX|177.0|barra-cereal-mix-yoghurt-frutilla-light-156-gr|581430|Almacén|Desayuno y Merienda|Cereales
Hola Granola Pasas Y Almendras 300 Gr C&co|CUISINE & CO NBE MP|175.0|hola-granola-pasas-y-almendras-300-gr-c-co|537024|Almacén|Desayuno y Merienda|Cereales
Cereales Nesquik 400 Gr|NESQUIK|319.0|cereales-nesquik-400-gr|583528|Almacén|Desayuno y Merienda|Cereales
Froot Loops Bolsa 380 Gr|FROOT LOOPS|205.0|froot-loops-bolsa-380-gr|203258|Almacén|Desayuno y Merienda|Cereales
Zucaritas 500 Gr|ZUCARITAS|179.0|copos-de-maiz-zucaritas-kellogg-s-2|202842|Almacén|Desayuno y Merienda|Cereales
Zucaritas 700 Gr|ZUCARITAS|235.0|copos-de-maiz-zucaritas-kellogg-s|202723|Almacén|Desayuno y Merienda|Cereales
Semillas Genser Mix Ensaladas Y Sopas X150gr|GENSER|98.0|semillas-genser-mix-ensaladas-y-sopas-x150gr|562252|Almacén|Desayuno y Merienda|Cereales
Barra Cereal Mix Yoghurt Frutilla 156 Gr|CEREAL MIX|177.0|barra-cereal-mix-yoghurt-frutilla-156-gr|581434|Almacén|Desayuno y Merienda|Cereales
Hola Granola Frutos Del Bosque 300 Gr C&co|CUISINE & CO NBE MP|175.0|hola-granola-frutos-del-bosque-300-gr-c-co|537026|Almacén|Desayuno y Merienda|Cereales
Cereales Nesfit 300 Gr|NESFIT|248.0|cereales-nesfit-300-gr|520017|Almacén|Desayuno y Merienda|Cereales
Barra De Cereal Corny Chocolate Negro X6|CORNY|205.0|barra-de-cereal-corny-chocolate-negro-x6|578274|Almacén|Desayuno y Merienda|Cereales
Granola Crunchy 3 Cereales Con Miel 350 Gr C&co|CUISINE & CO NBE MP|189.0|granola-crunchy-3-cereales-con-miel-350-gr-c-co|562536|Almacén|Desayuno y Merienda|Cereales
Semillas Genser Chia X150gr|GENSER|105.0|semillas-genser-chia-x150gr|562273|Almacén|Desayuno y Merienda|Cereales
Semillas Genser Girasol X120gr|GENSER|77.0|semillas-genser-girasol-x120gr|562270|Almacén|Desayuno y Merienda|Cereales
Semillas Genser Mix Multi X120gr|GENSER|107.0|semillas-genser-mix-multi-x120gr|562257|Almacén|Desayuno y Merienda|Cereales
Granola Kellogg's Banana Y Manzana 350 Gr|KELLOGG´S|179.0|granola-kellogg-s-banana-y-manzana-350-gr|555103|Almacén|Desayuno y Merienda|Cereales
Granola Kellogg's Tradicional 350 Gr|KELLOGG´S|179.0|granola-kellogg-s-tradicional-350-gr|555102|Almacén|Desayuno y Merienda|Cereales
Granola Kellogg's Nuts 350 Gr|KELLOGG´S|179.0|granola-kellogg-s-nuts-350-gr|555101|Almacén|Desayuno y Merienda|Cereales
